zip,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,bottom_1,bottom_2,bottom_3,bottom_4,bottom_5,bottom_6,bottom_7,bottom_8,bottom_9,bottom_10
11793,11516,10104,10178,10165,10122,10152,10176,11697,10121,11109,10930,10175,12775,10509,10537,13903,10560,13329,12122,14883
11795,14051,11518,10549,10954,11716,11507,11768,11714,10538,10983,10930,13350,13329,12865,12790,12779,10509,12775,12721,12533
11796,12701,10547,11738,14043,12550,14301,14710,11751,13203,13440,10576,10171,11732,11950,10516,11740,10166,11754,11243,10580
11797,11747,11590,11566,11743,11788,11749,11010,10804,11779,11714,12518,12309,12814,12790,12779,12721,12533,10175,12528,12525
11798,13748,11713,11721,11740,13790,11792,10913,10526,10964,10921,14901,12309,12304,12211,12209,12206,12205,12204,12203,12189
11801,11776,11576,10543,11575,10601,10805,11762,11550,10598,11510,11243,10930,10509,10175,10560,12122,12775,10537,13329,13903
11803,11020,11791,11570,10552,11731,11003,11520,11758,11010,11572,12401,12814,12721,12533,12528,12525,12518,12865,12515,13350
11804,12590,14225,10512,11763,12206,12601,10606,13905,12550,14043,10930,10509,11243,10175,10560,12122,12775,10537,13329,14883
11901,10704,13601,13820,12309,12528,12304,12525,14621,12790,12779,12122,10537,10560,10930,11243,12775,10175,10509,13903,14883
11933,14303,12046,14850,13057,10015,12549,14075,14467,13322,14211,12790,12528,12533,10989,12721,12775,12779,11798,12525,12814
11934,10926,13490,12211,12788,13322,14467,14075,12428,12941,13440,12790,12528,12533,10989,12721,12775,12779,11798,12525,12814
11937,13756,10505,12787,11789,11764,11705,12589,13850,14220,12071,12779,12528,12533,10989,12721,12775,11798,12790,12525,12814
11946,12721,14616,12508,10993,12518,12033,12401,13350,12204,12779,14901,11803,11798,11797,10706,10707,11795,10709,11792,11791
11948,11769,14108,10941,13203,11751,14710,14301,13440,12941,12428,12779,12528,12533,10989,12721,12775,11568,12790,12525,12814
11950,11430,10017,11369,10022,10036,10001,10016,10019,10003,10010,14901,10537,10541,12721,10546,10547,12701,12603,12601,12590
11951,12189,14305,11715,14020,10920,11968,14218,13614,10923,14726,10175,12122,12204,10993,12304,12309,12401,12508,12515,13480
11963,13329,10537,13903,10560,12122,14883,10509,10528,10940,10504,12204,12033,10965,10270,10576,10175,10172,10171,12303,12304
11967,12754,12144,14624,14226,14068,11727,14203,13088,14209,14132,12515,10175,11950,10172,10171,12033,12122,12204,12303,10166
11968,14218,13614,10923,14305,12071,14220,13850,12589,12189,11789,12779,12528,12533,10989,12721,12775,11798,12790,12525,12814
11980,10546,12603,14615,12917,14211,12024,12549,13057,14850,14303,12779,12528,12533,10989,12721,12775,11798,12790,12525,12814
12024,12917,12603,13039,10546,11980,14726,10920,14020,14615,11715,12779,12528,12533,10989,12721,12775,11798,12790,12525,12814
12033,12401,12518,10993,12508,13350,14616,12204,11946,12779,12790,14901,11798,11797,11795,10702,11792,11791,11790,10706,10707
12046,10015,11933,14075,14303,14467,13322,14850,13057,13490,10926,12790,12528,12533,10989,12721,12775,12779,11798,12525,12814
12071,14220,13850,12589,11789,10923,13614,14218,11968,11937,13756,12779,12528,12533,10989,12721,12775,11798,12790,12525,12814
12122,14883,13329,10537,13903,10560,10509,11963,10528,10504,10940,14901,10983,10980,10977,10970,10965,10964,10962,10984,10960
12144,11967,14624,12754,14226,14068,11727,14203,13088,14209,14132,12515,10175,11950,10172,10171,12033,12122,12204,12303,10166
12189,11715,14020,14305,10920,14726,11968,14218,13614,10923,12071,12779,12528,12533,10989,12721,12775,11798,12790,12525,12814
12202,11509,10983,10956,10538,11720,10954,11518,14304,10595,11714,10930,11243,13329,12865,12814,12790,12779,12775,12721,12533
12203,10501,14414,14009,14814,13501,14120,14202,11765,14222,14203,11798,10270,12779,10504,12790,12814,12865,11790,12775,10964
12204,12779,12790,14621,12525,12304,13350,12528,12401,12033,12518,14901,11798,11797,10702,11795,11792,11791,10706,10707,11790
12205,14127,11766,14450,14206,11741,14223,10924,14228,13053,10702,11950,12515,12518,11599,11568,12525,11243,12528,10709,10913
12206,11763,12590,14225,11804,10606,10512,12601,13601,13905,11542,10579,11792,11790,10509,10507,11754,10504,11740,11732,11243
12207,11780,10707,11024,11742,11719,10980,10506,10532,10962,11779,10930,13350,13329,12865,12814,12790,12775,12721,12533,12528
12209,13202,12524,14052,10990,14701,14217,10901,14901,10925,11708,11740,10964,11754,11777,11782,11790,11792,10270,11798,10177
12211,12788,12428,12941,13440,11934,14301,14710,11751,13203,10926,12790,12528,12533,10989,12721,12775,12779,11798,12525,12814
12303,10576,11732,10709,10989,11568,11777,10950,11599,10270,10921,14901,12401,12309,12304,12211,12209,12206,12205,12204,12428
12304,12525,14621,12790,12528,12779,12204,13350,12309,12401,12033,14901,11797,10702,11795,11792,11791,10706,10707,11790,10709
12309,12528,12304,13820,12525,14621,12790,12779,12204,13350,12401,14901,11797,11795,10702,11792,11791,11790,10706,10707,11789
12401,12033,12518,13350,10993,12508,14616,12204,12779,12790,11946,14901,11798,11797,11795,10702,11792,11791,11790,10706,10707
12428,12941,13440,12788,12211,14301,14710,11751,13203,10941,11934,12790,12528,12533,10989,12721,12775,12779,11798,12525,12814
12508,14616,10993,12518,12033,12401,11946,12721,13350,12204,12779,14901,11798,11797,11795,10702,11792,11791,11790,10706,10707
12515,12721,11946,14616,12508,10993,12518,12033,12401,13350,12204,14901,11792,11791,10604,11790,11789,11788,10702,11784,11783
12518,10993,12033,12401,12508,14616,13350,11946,12721,12204,12779,14901,11798,11797,11795,10702,11792,11791,11790,10706,10707
12524,14052,12209,10990,13202,14701,14217,10901,14901,10925,11708,11740,10964,11754,11777,11782,11790,11792,10270,11798,10177
12525,12304,14621,12790,12779,12528,12204,13350,12309,12401,12033,14901,11797,10702,11795,11792,11791,10706,10707,11790,10709
12528,12304,12525,14621,12790,12779,12204,12309,13350,12401,12033,14901,11797,10702,11795,11792,11791,10706,10707,11790,10709
12533,10970,11542,10993,12508,12518,14616,12033,12401,11946,13350,14901,10926,10925,10924,10923,10921,10920,10930,10917,10913
12540,14094,14845,11705,11764,12787,10505,13756,11937,11789,12589,12779,12528,12533,10989,12721,12775,11798,12790,12525,12814
12549,13057,14850,14211,14303,11933,12046,14615,10015,14075,14467,12790,12528,12533,10989,12721,12775,12779,11798,12525,12814
12550,14043,10547,13905,12601,10512,12701,11738,11796,11804,12590,10987,10166,11568,10509,11713,11721,11732,11243,11740,11754
12553,11755,10594,11556,11709,11545,10960,11596,10706,10580,12303,10930,12122,13820,12204,12304,12309,12401,12508,13480,12515
12589,13850,14220,12071,11789,11937,13756,10923,13614,10505,14218,12779,12528,12533,10989,12721,12775,11798,12790,12525,12814
12590,14225,11763,11804,12206,10606,10512,12601,13905,12550,14043,10930,10509,10507,10504,11950,11798,11792,11790,11777,11754
12601,10512,13905,12550,14043,11804,10547,12590,14225,12701,11738,10930,11721,10989,10172,10171,10709,11950,10560,11798,10166
12603,12917,10546,12024,11980,13039,14615,14726,14211,10920,12549,12779,12528,12533,10989,12721,12775,11798,12790,12525,12814
12701,10547,11796,14043,11738,12550,13905,10941,14108,13203,11751,10964,11950,10055,11798,11792,11790,10580,11777,11754,11732
12721,11946,14616,12508,10993,12518,12033,12401,13350,12204,12779,14901,11803,11798,11797,10706,10707,11795,10709,11792,11791
12754,11967,12144,14624,14226,14068,11727,14203,13088,14209,14132,12515,10175,11950,10172,10171,12033,12122,12204,12303,10166
12771,10702,13053,14228,10924,14210,11741,11766,12205,14127,14450,12309,12304,10509,12303,12204,14526,12122,12033,10537,13350
12775,10930,10509,14883,12122,13329,11963,10537,13903,10560,10528,14901,12205,11096,12206,12207,11024,12209,12211,12303,12304
12779,12204,12790,14621,12525,12304,13350,12528,12401,12033,12518,14901,11798,11797,10702,11795,11792,11791,10706,10707,11790
12787,10505,11764,13756,11937,11705,11789,14094,12540,12589,14845,12779,12528,12533,10989,12721,12775,11798,12790,12525,12814
12788,12211,12428,12941,13440,11934,14301,14710,11751,13203,10926,12790,12528,12533,10989,12721,12775,12779,11798,12525,12814
12790,14621,12779,12204,12525,12304,12528,13350,12401,12033,12518,14901,11798,11797,10702,11795,11792,11791,10706,10707,11790
12814,14626,13820,12309,12528,12304,12525,14621,12790,12779,12204,14901,11797,10702,11795,11792,11791,10706,10707,11790,10709
12865,12515,14616,12508,10993,11946,12518,12033,12721,12401,13350,14901,11792,10604,11791,11790,11789,10702,11788,11784,11783
12917,12024,12603,13039,10546,11980,14726,10920,14615,14020,11715,12779,12528,12533,10989,12721,12775,11798,12790,12525,12814
12941,12428,13440,12788,12211,14301,14710,11751,13203,10941,11934,12790,12528,12533,10989,12721,12775,12779,11798,12525,12814
13039,12024,12917,12603,14726,10920,10546,14020,11715,11980,12189,12779,12528,12533,10989,12721,12775,11798,12790,12525,12814
13053,10702,14228,10924,11741,12771,11766,12205,14127,14450,14206,12303,10567,11740,12814,11733,10576,11732,10579,10580,11721
13057,14850,12549,14303,11933,14211,12046,10015,14615,14075,14467,12790,12528,12533,10989,12721,12775,12779,11798,12525,12814
13088,14209,14132,10541,11548,12754,11967,12144,14624,13202,12209,10921,10175,11950,10172,10171,12033,12122,12204,12303,10166
13202,12209,12524,14052,10990,14701,14217,10901,14901,10925,11708,11740,10964,11754,11777,11782,11790,11792,10270,11798,10177
13203,11751,14710,14301,10941,13440,12941,12428,14108,12788,12211,12790,12528,12533,10989,12721,12775,12779,11798,12525,12814
13322,14467,14075,13490,10926,10015,12046,11934,11933,14303,12211,12790,12528,12533,10989,12721,12775,12779,11798,12525,12814
13329,10537,13903,10560,12122,14883,10509,11963,10528,10504,10940,14901,10990,10989,10987,10984,10983,10980,10977,10993,10970
13350,12401,12033,12204,12779,12518,12790,14621,10993,12525,12508,14901,11798,11797,10702,11795,11792,11791,10706,10707,11790
13440,12941,12428,14301,12788,12211,14710,11751,13203,10941,11934,12790,12528,12533,10989,12721,12775,12779,11798,12525,12814
13480,13502,11412,11413,11434,11429,13820,12309,12528,12304,12525,14901,10604,11795,11792,11791,10702,11790,11789,11788,10706
13490,10926,13322,14467,14075,11934,10015,12046,12211,12788,11933,12790,12528,12533,10989,12721,12775,12779,11798,12525,12814
13501,14120,14202,14814,10501,12203,14203,11727,14068,14226,14624,10171,12515,12518,12525,11754,12528,12533,12721,10930,12775
13502,12024,12917,13039,12603,10546,11980,14726,10920,14020,11715,11950,10580,10579,10576,14526,10055,10560,13903,11798,10177
13601,12508,10993,14616,12518,12033,12401,11946,13350,12721,12204,10177,11732,10055,11721,11713,11599,11568,10166,10171,10172
13614,10923,14218,11968,12071,14305,14220,13850,12589,11789,12189,12779,12528,12533,10989,12721,12775,11798,12790,12525,12814
13748,11721,11798,13790,11713,11740,11792,10913,10526,10964,10921,14901,12309,12304,12211,12209,12206,12205,12204,12203,12189
13756,11937,10505,12787,11764,11789,11705,12589,13850,14220,12071,12779,12528,12533,10989,12721,12775,11798,12790,12525,12814
13790,11721,13748,11792,11798,10913,11713,11740,10526,10964,10921,14901,12309,12304,12211,12209,12206,12205,12204,12203,12189
13820,12309,12528,12304,12525,14621,12790,12779,12204,13350,12401,14901,10702,11797,11795,11792,10706,10707,11791,10709,11790
13850,14220,12589,12071,11789,10923,13614,11937,13756,14218,11968,12779,12528,12533,10989,12721,12775,11798,12790,12525,12814
13903,10560,10537,13329,12122,14883,10509,11963,10528,10504,10940,14901,10994,10993,10990,10989,10987,10984,10983,12046,10980
13905,12601,10512,14043,12550,10547,11804,12701,12590,11738,14225,10950,10537,10166,11243,11568,11599,12122,10560,11713,11721
14009,14414,11765,14222,12203,10501,14814,13501,14120,14202,14614,11790,12528,11782,12533,12721,12775,12779,10560,12525,12790
14020,11715,12189,10920,14726,14305,11968,14218,13614,10923,13039,12779,12528,12533,10989,12721,12775,11798,12790,12525,12814
14043,10547,12550,13905,12601,12701,10512,11738,11796,11804,12590,10950,11568,11599,11713,11721,11732,11740,10166,11754,11777
14051,11795,11518,10954,11716,10549,11714,10538,10983,10956,11507,10930,13350,13329,12865,12814,12790,12775,12721,12533,12528
14052,10990,12524,14701,14217,12209,10901,13202,14901,10925,11708,11740,10964,11754,11777,11782,11790,11792,10270,11798,10177
14068,11727,14203,14226,14624,12144,11967,12754,14202,14120,13088,11946,10270,11792,10177,11798,10175,10172,10171,11950,12033
14075,14467,13322,10015,13490,10926,12046,11933,11934,14303,14850,12790,12528,12533,10989,12721,12775,12779,11798,12525,12814
14094,12540,14845,11705,11764,12787,10505,13756,11937,11789,12589,12779,12528,12533,10989,12721,12775,11798,12790,12525,12814
14108,10941,13203,11751,14710,14301,11948,11769,13440,12941,12428,12790,12528,12533,10989,12721,12775,12779,11798,12525,12814
14120,13501,14202,14814,10501,14203,12203,11727,14068,14226,14624,10171,12515,12518,12525,11754,12528,12533,12721,10930,12775
14127,12205,11766,14450,14206,14223,11741,10924,14228,13053,10702,11950,12775,10166,11946,11798,12779,12790,11792,12814,11790
14132,14209,13088,10541,11548,12754,11967,12144,14624,13202,12209,10921,10175,11950,10172,10171,12033,12122,12204,12303,10166
14202,14120,13501,14814,10501,14203,11727,14068,14226,12203,14624,10171,11790,11792,10270,10177,11798,10175,11946,10172,11950
14203,11727,14068,14226,14624,12144,11967,12754,14202,14120,13501,11946,10270,11792,10177,11798,10175,10172,10171,11950,12033
14206,14450,14223,14127,12205,11766,11741,10924,14614,14228,13053,11950,12204,10509,10507,12303,12304,10504,12309,12401,12508
14208,11783,11757,10533,11579,10506,10980,11719,11577,10510,10962,10930,12304,12309,12401,12508,12515,12518,12525,12528,12533
14209,13088,14132,10541,11548,12754,11967,12144,14624,13202,12209,10921,10175,11950,10172,10171,12033,12122,12204,12303,10166
14210,12771,10702,14221,13053,14228,10924,11741,11766,12205,14127,12401,12508,10537,13748,10166,12309,13790,13820,12304,13903
14211,12549,14615,13057,14850,14303,11933,12046,10015,14075,14467,12790,12528,12533,10989,12721,12775,12779,11798,12525,12814
14217,14701,10990,14052,10901,14901,10925,12524,12209,13202,11708,10964,10270,10984,10177,11946,10175,11950,10172,10171,12033
14218,11968,13614,10923,14305,12071,14220,13850,12589,12189,11789,12779,12528,12533,10989,12721,12775,11798,12790,12525,12814
14220,13850,12589,12071,11789,10923,13614,11937,14218,11968,13756,12779,12528,12533,10989,12721,12775,11798,12790,12525,12814
14221,14210,12771,10702,13053,14228,10924,11741,11766,12205,14127,12401,12533,13820,13903,12528,14526,12525,10537,12518,12515
14222,11765,14009,14414,14614,12203,10501,14814,13501,14120,14202,11733,12533,12721,12775,10989,12779,10987,12790,10560,12814
14223,14206,14450,14127,12205,11766,14614,11741,10924,14228,14222,10516,12528,10166,11790,12533,12721,12775,11782,12779,11777
14225,12590,11763,11804,12206,10606,10512,12601,13905,12550,11542,10166,11721,11732,11740,10709,11754,11777,11713,11790,10913
14226,14068,11727,14203,14624,12144,11967,12754,13088,14209,14132,10984,11782,11790,11792,10270,11798,10177,11946,10175,11950
14228,10924,13053,11741,10702,11766,12205,14127,12771,14450,14206,12204,12122,10526,12303,12304,12309,10516,12401,12508,12515
14301,14710,11751,13203,13440,10941,12941,12428,12788,12211,14108,12790,12528,12533,10989,12721,12775,12779,11798,12525,12814
14303,11933,14850,13057,12549,12046,10015,14075,14211,14467,13322,12790,12528,12533,10989,12721,12775,12779,11798,12525,12814
14304,11720,11560,11509,12202,10595,10956,10983,10577,10538,11730,10930,13350,13329,12865,12790,12779,12775,10509,12721,12533
14305,11968,14218,12189,13614,10923,11715,14020,12071,10920,14220,12779,12528,12533,10989,12721,12775,11798,12790,12525,12814
14414,14009,12203,11765,14222,10501,14814,13501,14120,14202,14614,10989,10984,11792,11798,10987,10917,11946,11950,12033,10270
14450,14206,14127,14223,12205,11766,11741,10924,14228,14614,13053,11950,12204,10509,10507,12303,12304,10504,12309,12401,12508
14467,14075,13322,10015,13490,10926,12046,11934,11933,14303,14850,12790,12528,12533,10989,12721,12775,12779,11798,12525,12814
14526,11430,10003,10012,11369,10017,11950,10009,10022,10016,10002,14901,11548,10537,10546,10547,12701,12603,10560,12601,10570
14614,14222,11765,14009,14414,14223,12203,14206,14450,10501,14127,10504,11790,10509,10507,11792,11798,11946,11950,12033,10965
14615,14211,12549,13057,14850,14303,11980,11933,12046,10015,14075,12779,12528,12533,10989,12721,12775,11798,12790,12525,12814
14616,12508,10993,12518,12033,11946,12401,12721,13350,12204,12779,14901,11798,11797,11795,10702,11792,11791,11790,10706,10707
14618,10570,11708,10925,14901,10901,14217,14701,10990,14052,12524,10964,10270,10984,10177,11946,10175,11950,10172,10171,12033
14621,12790,12525,12779,12304,12204,12528,13350,12401,12033,12309,14901,11798,11797,10702,11795,11792,11791,10706,10707,11790
14624,14226,12144,14068,11727,14203,11967,12754,13088,14209,14132,12515,11946,10175,11950,10172,10171,12033,12122,12204,12303
14626,12814,13820,12309,12528,12304,12525,14621,12790,12779,12204,14901,11797,10702,11795,11792,11791,10706,10707,11790,10709
14701,14217,10990,14052,10901,14901,12524,10925,12209,13202,11708,10964,10270,10984,10177,11946,10175,11950,10172,10171,12033
14710,11751,13203,14301,10941,13440,12941,12428,14108,12788,12211,12790,12528,12533,10989,12721,12775,12779,11798,12525,12814
14726,10920,14020,11715,13039,12189,12024,14305,12917,12603,11968,12779,12528,12533,10989,12721,12775,11798,12790,12525,12814
14814,13501,14120,14202,10501,12203,14203,11727,14068,14226,14624,10930,12518,12525,12528,11754,12533,12721,12775,11777,12779
14845,12540,14094,11705,11764,12787,10505,13756,11937,11789,12589,12779,12528,12533,10989,12721,12775,11798,12790,12525,12814
14850,13057,12549,14303,11933,14211,12046,10015,14615,14075,14467,12790,12528,12533,10989,12721,12775,12779,11798,12525,12814
14883,12122,13329,10537,13903,10560,10509,11963,10528,10504,10940,14901,10984,10983,10980,10977,10970,10965,10964,10987,10962
14892,14221,14210,12771,10702,13053,14228,10924,11741,11766,12205,10166,14526,12779,11599,12775,12721,10709,12204,10270,10177
14901,10925,10901,14217,14701,11708,10990,14052,10570,12524,14618,10964,10270,10984,10177,11946,10175,11950,10172,10171,12033
